id,src,dst,hop_count,path
44,node7_2,node11_1,4,node7_2->sw_7->sw_6->sw_11->node11_1
45,node2_1,node1_1,3,node2_1->sw_2->sw_1->node1_1
46,node5_0,node1_2,4,node5_0->sw_5->sw_0->sw_1->node1_2
47,node5_0,node0_0,3,node5_0->sw_5->sw_0->node0_0
48,node9_2,node11_1,4,node9_2->sw_9->sw_10->sw_11->node11_1
49,node8_1,node11_0,5,node8_1->sw_8->sw_7->sw_6->sw_11->node11_0
50,node7_0,node0_1,4,node7_0->sw_7->sw_8->sw_0->node0_1
51,node4_2,node7_3,6,node4_2->sw_4->sw_5->sw_0->sw_8->sw_7->node7_3
52,node8_2,node0_1,3,node8_2->sw_8->sw_0->node0_1
53,node10_0,node1_3,6,node10_0->sw_10->sw_9->sw_5->sw_0->sw_1->node1_3
54,node8_3,node0_2,3,node8_3->sw_8->sw_0->node0_2
55,node2_0,node5_1,5,node2_0->sw_2->sw_1->sw_0->sw_5->node5_1
56,node11_2,node1_3,7,node11_2->sw_11->sw_6->sw_7->sw_8->sw_0->sw_1->node1_3
57,node8_3,node0_3,3,node8_3->sw_8->sw_0->node0_3
58,node2_1,node11_1,8,node2_1->sw_2->sw_1->sw_0->sw_5->sw_9->sw_10->sw_11->node11_1
59,node8_1,node0_0,3,node8_1->sw_8->sw_0->node0_0
60,node4_2,node1_3,5,node4_2->sw_4->sw_5->sw_0->sw_1->node1_3
61,node9_2,node1_0,5,node9_2->sw_9->sw_5->sw_0->sw_1->node1_0
62,node4_1,node11_0,6,node4_1->sw_4->sw_5->sw_9->sw_10->sw_11->node11_0
63,node2_1,node11_1,8,node2_1->sw_2->sw_1->sw_0->sw_5->sw_9->sw_10->sw_11->node11_1
64,node5_3,node0_2,3,node5_3->sw_5->sw_0->node0_2
65,node11_2,node1_2,7,node11_2->sw_11->sw_6->sw_7->sw_8->sw_0->sw_1->node1_2
66,node3_1,node10_1,6,node3_1->sw_3->sw_4->sw_5->sw_9->sw_10->node10_1
67,node2_0,node3_0,3,node2_0->sw_2->sw_3->node3_0
68,node4_3,node0_1,4,node4_3->sw_4->sw_5->sw_0->node0_1
69,node8_1,node10_1,4,node8_1->sw_8->sw_9->sw_10->node10_1
70,node8_3,node11_1,5,node8_3->sw_8->sw_7->sw_6->sw_11->node11_1
